"classified_image_id","roundness","tailedness","blockiness","curviness","deviation_from_usno1","graded","image_id","image_name","usdaclass_name","axial_length","max_diameter","lw_ratio","weight_oz","user_id","user_role"
624,83,21,64,23,61,True,624,"cab8ac18a3732967214b2a10c517ebe7.bmp","U.S. No. 1","4.16","2.82","1.25","7.06",2,"Researcher"
24624,98,0,50,2,26,True,624,"cab8ac18a3732967214b2a10c517ebe7.bmp","U.S. No. 1","4.16","2.82","1.25","7.06",50,"Student"
20624,91,27,38,NULL,35,True,624,"cab8ac18a3732967214b2a10c517ebe7.bmp","U.S. No. 1","4.16","2.82","1.25","7.06",42,"Student"
12624,100,NULL,75,NULL,85,True,624,"cab8ac18a3732967214b2a10c517ebe7.bmp","U.S. No. 1","4.16","2.82","1.25","7.06",26,"Student"
625,44,31,36,31,14,True,625,"c62f4991b748bbcdbdb05bbfb556d6f8.bmp","U.S. No. 1","4.46","1.66","2.09","2.78",2,"Researcher"
24625,50,44,23,9,1,True,625,"c62f4991b748bbcdbdb05bbfb556d6f8.bmp","U.S. No. 1","4.46","1.66","2.09","2.78",50,"Student"
10625,66,32,23,16,7,True,625,"c62f4991b748bbcdbdb05bbfb556d6f8.bmp","U.S. No. 1","4.46","1.66","2.09","2.78",22,"Student"
12625,60,15,0,0,15,True,625,"c62f4991b748bbcdbdb05bbfb556d6f8.bmp","U.S. No. 1","4.46","1.66","2.09","2.78",26,"Student"
4625,50,9,12,6,8,True,625,"c62f4991b748bbcdbdb05bbfb556d6f8.bmp","U.S. No. 1","4.46","1.66","2.09","2.78",10,"Student"
16625,55,9,1,1,0,True,625,"c62f4991b748bbcdbdb05bbfb556d6f8.bmp","U.S. No. 1","4.46","1.66","2.09","2.78",34,"Researcher"
20625,57,59,21,18,37,True,625,"c62f4991b748bbcdbdb05bbfb556d6f8.bmp","U.S. No. 1","4.46","1.66","2.09","2.78",42,"Student"
18625,23,26,26,24,28,True,625,"c62f4991b748bbcdbdb05bbfb556d6f8.bmp","U.S. No. 1","4.46","1.66","2.09","2.78",38,"Student"
2625,50,39,0,5,5,True,625,"c62f4991b748bbcdbdb05bbfb556d6f8.bmp","U.S. No. 1","4.46","1.66","2.09","2.78",6,"Researcher"
4626,59,15,9,30,24,True,626,"040f18a34346b071bce839b5e5a4cf23.bmp","U.S. No. 1","7.66","2.79","2.42","14.31",10,"Student"
24626,50,50,1,14,1,True,626,"040f18a34346b071bce839b5e5a4cf23.bmp","U.S. No. 1","7.66","2.79","2.42","14.31",50,"Student"
2626,38,1,0,9,0,True,626,"040f18a34346b071bce839b5e5a4cf23.bmp","U.S. No. 1","7.66","2.79","2.42","14.31",6,"Researcher"
626,35,13,37,32,35,True,626,"040f18a34346b071bce839b5e5a4cf23.bmp","U.S. No. 1","7.66","2.79","2.42","14.31",2,"Researcher"
20626,53,37,10,22,15,True,626,"040f18a34346b071bce839b5e5a4cf23.bmp","U.S. No. 1","7.66","2.79","2.42","14.31",42,"Student"
10626,36,37,25,20,14,True,626,"040f18a34346b071bce839b5e5a4cf23.bmp","U.S. No. 1","7.66","2.79","2.42","14.31",22,"Student"
16626,53,7,1,3,3,True,626,"040f18a34346b071bce839b5e5a4cf23.bmp","U.S. No. 1","7.66","2.79","2.42","14.31",34,"Researcher"
18626,28,38,30,28,21,True,626,"040f18a34346b071bce839b5e5a4cf23.bmp","U.S. No. 1","7.66","2.79","2.42","14.31",38,"Student"
12626,50,20,0,25,20,True,626,"040f18a34346b071bce839b5e5a4cf23.bmp","U.S. No. 1","7.66","2.79","2.42","14.31",26,"Student"
18627,18,91,13,89,80,True,627,"761c054ae8b60f24d4ffd2951e499b90.bmp","U.S. No. 1","8.88","2.71","2.8","11.43",38,"Student"
12627,50,100,10,25,70,True,627,"761c054ae8b60f24d4ffd2951e499b90.bmp","U.S. No. 1","8.88","2.71","2.8","11.43",26,"Student"
4627,63,91,10,26,83,True,627,"761c054ae8b60f24d4ffd2951e499b90.bmp","U.S. No. 1","8.88","2.71","2.8","11.43",10,"Student"
16627,28,96,8,36,87,True,627,"761c054ae8b60f24d4ffd2951e499b90.bmp","U.S. No. 1","8.88","2.71","2.8","11.43",34,"Researcher"
24627,50,97,2,85,93,True,627,"761c054ae8b60f24d4ffd2951e499b90.bmp","U.S. No. 1","8.88","2.71","2.8","11.43",50,"Student"
2627,50,24,0,82,75,True,627,"761c054ae8b60f24d4ffd2951e499b90.bmp","U.S. No. 1","8.88","2.71","2.8","11.43",6,"Researcher"
20627,57,83,32,61,69,True,627,"761c054ae8b60f24d4ffd2951e499b90.bmp","U.S. No. 1","8.88","2.71","2.8","11.43",42,"Student"
10627,26,90,21,35,75,True,627,"761c054ae8b60f24d4ffd2951e499b90.bmp","U.S. No. 1","8.88","2.71","2.8","11.43",22,"Student"
627,20,90,33,69,85,True,627,"761c054ae8b60f24d4ffd2951e499b90.bmp","U.S. No. 1","8.88","2.71","2.8","11.43",2,"Researcher"
12628,75,65,35,30,70,True,628,"9c4b4688c0f2539f52dafeddb8725fe9.bmp","U.S. No. 1","6.74","3.34","1.78","15.23",26,"Student"
18628,73,70,17,50,57,True,628,"9c4b4688c0f2539f52dafeddb8725fe9.bmp","U.S. No. 1","6.74","3.34","1.78","15.23",38,"Student"
20628,66,63,30,62,68,True,628,"9c4b4688c0f2539f52dafeddb8725fe9.bmp","U.S. No. 1","6.74","3.34","1.78","15.23",42,"Student"
16628,76,83,38,31,31,True,628,"9c4b4688c0f2539f52dafeddb8725fe9.bmp","U.S. No. 1","6.74","3.34","1.78","15.23",34,"Researcher"
24628,63,66,50,70,0,True,628,"9c4b4688c0f2539f52dafeddb8725fe9.bmp","U.S. No. 1","6.74","3.34","1.78","15.23",50,"Student"
628,34,64,39,60,76,True,628,"9c4b4688c0f2539f52dafeddb8725fe9.bmp","U.S. No. 1","6.74","3.34","1.78","15.23",2,"Researcher"
2628,50,34,0,24,40,True,628,"9c4b4688c0f2539f52dafeddb8725fe9.bmp","U.S. No. 1","6.74","3.34","1.78","15.23",6,"Researcher"
4628,76,69,60,16,36,True,628,"9c4b4688c0f2539f52dafeddb8725fe9.bmp","U.S. No. 1","6.74","3.34","1.78","15.23",10,"Student"
10628,78,62,41,59,21,True,628,"9c4b4688c0f2539f52dafeddb8725fe9.bmp","U.S. No. 1","6.74","3.34","1.78","15.23",22,"Student"
4629,88,87,86,11,81,True,629,"a2b914447026faa5c3c9722e9892f7be.bmp","U.S. No. 1","4.69","2.48","1.51","4.92",10,"Student"
2629,50,85,0,26,50,True,629,"a2b914447026faa5c3c9722e9892f7be.bmp","U.S. No. 1","4.69","2.48","1.51","4.92",6,"Researcher"
629,67,78,64,37,64,True,629,"a2b914447026faa5c3c9722e9892f7be.bmp","U.S. No. 1","4.69","2.48","1.51","4.92",2,"Researcher"
12629,80,75,35,40,50,True,629,"a2b914447026faa5c3c9722e9892f7be.bmp","U.S. No. 1","4.69","2.48","1.51","4.92",26,"Student"
24629,90,91,62,83,58,True,629,"a2b914447026faa5c3c9722e9892f7be.bmp","U.S. No. 1","4.69","2.48","1.51","4.92",50,"Student"
10629,84,72,29,59,65,True,629,"a2b914447026faa5c3c9722e9892f7be.bmp","U.S. No. 1","4.69","2.48","1.51","4.92",22,"Student"
20629,63,61,21,42,63,True,629,"a2b914447026faa5c3c9722e9892f7be.bmp","U.S. No. 1","4.69","2.48","1.51","4.92",42,"Student"
16629,68,89,35,38,34,True,629,"a2b914447026faa5c3c9722e9892f7be.bmp","U.S. No. 1","4.69","2.48","1.51","4.92",34,"Researcher"
18629,50,50,37,50,50,True,629,"a2b914447026faa5c3c9722e9892f7be.bmp","U.S. No. 1","4.69","2.48","1.51","4.92",38,"Student"
24630,93,87,85,64,43,True,630,"8b7cee28320ce0f14d55023af45f4323.bmp","U.S. No. 1","3.92","2.48","1.36","4.69",50,"Student"
12630,75,0,75,10,40,True,630,"8b7cee28320ce0f14d55023af45f4323.bmp","U.S. No. 1","3.92","2.48","1.36","4.69",26,"Student"
4630,95,12,91,10,18,True,630,"8b7cee28320ce0f14d55023af45f4323.bmp","U.S. No. 1","3.92","2.48","1.36","4.69",10,"Student"
20630,84,43,37,21,41,True,630,"8b7cee28320ce0f14d55023af45f4323.bmp","U.S. No. 1","3.92","2.48","1.36","4.69",42,"Student"
630,70,42,37,34,38,True,630,"8b7cee28320ce0f14d55023af45f4323.bmp","U.S. No. 1","3.92","2.48","1.36","4.69",2,"Researcher"
18630,50,50,50,48,50,True,630,"8b7cee28320ce0f14d55023af45f4323.bmp","U.S. No. 1","3.92","2.48","1.36","4.69",38,"Student"
10630,96,70,40,45,22,True,630,"8b7cee28320ce0f14d55023af45f4323.bmp","U.S. No. 1","3.92","2.48","1.36","4.69",22,"Student"
2630,76,10,0,10,26,True,630,"8b7cee28320ce0f14d55023af45f4323.bmp","U.S. No. 1","3.92","2.48","1.36","4.69",6,"Researcher"
16630,77,69,38,32,34,True,630,"8b7cee28320ce0f14d55023af45f4323.bmp","U.S. No. 1","3.92","2.48","1.36","4.69",34,"Researcher"
20631,66,41,39,12,60,True,631,"34108f622ceb6c77e7f5b972ddc8f9fb.bmp","U.S. No. 1","4.32","2.39","1.63","5.05",42,"Student"
16631,79,17,30,9,44,True,631,"34108f622ceb6c77e7f5b972ddc8f9fb.bmp","U.S. No. 1","4.32","2.39","1.63","5.05",34,"Researcher"
12631,65,50,25,0,40,True,631,"34108f622ceb6c77e7f5b972ddc8f9fb.bmp","U.S. No. 1","4.32","2.39","1.63","5.05",26,"Student"
24631,79,66,31,37,42,True,631,"34108f622ceb6c77e7f5b972ddc8f9fb.bmp","U.S. No. 1","4.32","2.39","1.63","5.05",50,"Student"
631,66,42,40,31,32,True,631,"34108f622ceb6c77e7f5b972ddc8f9fb.bmp","U.S. No. 1","4.32","2.39","1.63","5.05",2,"Researcher"
4631,75,68,65,12,28,True,631,"34108f622ceb6c77e7f5b972ddc8f9fb.bmp","U.S. No. 1","4.32","2.39","1.63","5.05",10,"Student"
18631,24,50,23,34,32,True,631,"34108f622ceb6c77e7f5b972ddc8f9fb.bmp","U.S. No. 1","4.32","2.39","1.63","5.05",38,"Student"
2631,58,25,0,0,8,True,631,"34108f622ceb6c77e7f5b972ddc8f9fb.bmp","U.S. No. 1","4.32","2.39","1.63","5.05",6,"Researcher"
632,50,29,28,30,14,True,632,"9d8ad879cfd215e9f33b9698c063bcb2.bmp","U.S. No. 1","6.42","2.89","2.05","12.53",2,"Researcher"
2632,50,0,0,5,0,True,632,"9d8ad879cfd215e9f33b9698c063bcb2.bmp","U.S. No. 1","6.42","2.89","2.05","12.53",6,"Researcher"
20632,58,29,27,29,23,True,632,"9d8ad879cfd215e9f33b9698c063bcb2.bmp","U.S. No. 1","6.42","2.89","2.05","12.53",42,"Student"
24632,65,38,29,10,3,True,632,"9d8ad879cfd215e9f33b9698c063bcb2.bmp","U.S. No. 1","6.42","2.89","2.05","12.53",50,"Student"
12632,50,10,20,15,20,True,632,"9d8ad879cfd215e9f33b9698c063bcb2.bmp","U.S. No. 1","6.42","2.89","2.05","12.53",26,"Student"
16632,57,13,29,10,5,True,632,"9d8ad879cfd215e9f33b9698c063bcb2.bmp","U.S. No. 1","6.42","2.89","2.05","12.53",34,"Researcher"
18632,34,35,32,32,16,True,632,"9d8ad879cfd215e9f33b9698c063bcb2.bmp","U.S. No. 1","6.42","2.89","2.05","12.53",38,"Student"
4632,68,13,60,18,15,True,632,"9d8ad879cfd215e9f33b9698c063bcb2.bmp","U.S. No. 1","6.42","2.89","2.05","12.53",10,"Student"
18633,17,73,50,13,50,True,633,"b922b6f4e3802f03ae1447920f7b8df1.bmp","U.S. No. 1","7.15","3.04","2.09","14.43",38,"Student"
24633,55,68,50,50,31,True,633,"b922b6f4e3802f03ae1447920f7b8df1.bmp","U.S. No. 1","7.15","3.04","2.09","14.43",50,"Student"
20633,77,65,37,19,39,True,633,"b922b6f4e3802f03ae1447920f7b8df1.bmp","U.S. No. 1","7.15","3.04","2.09","14.43",42,"Student"
2633,51,75,0,0,30,True,633,"b922b6f4e3802f03ae1447920f7b8df1.bmp","U.S. No. 1","7.15","3.04","2.09","14.43",6,"Researcher"
16633,68,87,43,25,31,True,633,"b922b6f4e3802f03ae1447920f7b8df1.bmp","U.S. No. 1","7.15","3.04","2.09","14.43",34,"Researcher"
633,36,82,40,34,38,True,633,"b922b6f4e3802f03ae1447920f7b8df1.bmp","U.S. No. 1","7.15","3.04","2.09","14.43",2,"Researcher"
4633,71,79,68,9,75,True,633,"b922b6f4e3802f03ae1447920f7b8df1.bmp","U.S. No. 1","7.15","3.04","2.09","14.43",10,"Student"
12633,60,80,0,0,40,True,633,"b922b6f4e3802f03ae1447920f7b8df1.bmp","U.S. No. 1","7.15","3.04","2.09","14.43",26,"Student"
16634,67,61,23,17,34,True,634,"b46ce9ab1a642743b5c38e7ddfd55fac.bmp","U.S. No. 1","3.79","1.65","1.83","2.11",34,"Researcher"
2634,50,0,0,30,30,True,634,"b46ce9ab1a642743b5c38e7ddfd55fac.bmp","U.S. No. 1","3.79","1.65","1.83","2.11",6,"Researcher"
12634,75,50,0,35,40,True,634,"b46ce9ab1a642743b5c38e7ddfd55fac.bmp","U.S. No. 1","3.79","1.65","1.83","2.11",26,"Student"
18634,50,50,6,16,31,True,634,"b46ce9ab1a642743b5c38e7ddfd55fac.bmp","U.S. No. 1","3.79","1.65","1.83","2.11",38,"Student"
4634,67,65,18,25,37,True,634,"b46ce9ab1a642743b5c38e7ddfd55fac.bmp","U.S. No. 1","3.79","1.65","1.83","2.11",10,"Student"
24634,59,62,32,50,21,True,634,"b46ce9ab1a642743b5c38e7ddfd55fac.bmp","U.S. No. 1","3.79","1.65","1.83","2.11",50,"Student"
20634,60,59,23,21,43,True,634,"b46ce9ab1a642743b5c38e7ddfd55fac.bmp","U.S. No. 1","3.79","1.65","1.83","2.11",42,"Student"
634,49,51,42,38,57,True,634,"b46ce9ab1a642743b5c38e7ddfd55fac.bmp","U.S. No. 1","3.79","1.65","1.83","2.11",2,"Researcher"
20635,62,60,56,37,56,True,635,"32e4e4c5761eecb28c589b0f247efb04.bmp","U.S. No. 1","5.89","3.26","1.66","13.68",42,"Student"
12635,70,60,35,25,45,True,635,"32e4e4c5761eecb28c589b0f247efb04.bmp","U.S. No. 1","5.89","3.26","1.66","13.68",26,"Student"
16635,61,11,18,50,31,True,635,"32e4e4c5761eecb28c589b0f247efb04.bmp","U.S. No. 1","5.89","3.26","1.66","13.68",34,"Researcher"
18635,32,50,9,32,30,True,635,"32e4e4c5761eecb28c589b0f247efb04.bmp","U.S. No. 1","5.89","3.26","1.66","13.68",38,"Student"
635,68,65,35,34,48,True,635,"32e4e4c5761eecb28c589b0f247efb04.bmp","U.S. No. 1","5.89","3.26","1.66","13.68",2,"Researcher"
4635,72,61,32,18,13,True,635,"32e4e4c5761eecb28c589b0f247efb04.bmp","U.S. No. 1","5.89","3.26","1.66","13.68",10,"Student"
2635,50,38,0,14,18,True,635,"32e4e4c5761eecb28c589b0f247efb04.bmp","U.S. No. 1","5.89","3.26","1.66","13.68",6,"Researcher"
24635,65,61,50,38,26,True,635,"32e4e4c5761eecb28c589b0f247efb04.bmp","U.S. No. 1","5.89","3.26","1.66","13.68",50,"Student"
20636,57,55,19,70,37,True,636,"1873278e1ae0c36a79e5d9c42460be62.bmp","U.S. No. 1","6.95","2.74","2.26","10.38",42,"Student"
24636,30,50,28,28,66,True,636,"1873278e1ae0c36a79e5d9c42460be62.bmp","U.S. No. 1","6.95","2.74","2.26","10.38",50,"Student"
636,38,44,36,76,64,True,636,"1873278e1ae0c36a79e5d9c42460be62.bmp","U.S. No. 1","6.95","2.74","2.26","10.38",2,"Researcher"
16636,55,10,3,31,31,True,636,"1873278e1ae0c36a79e5d9c42460be62.bmp","U.S. No. 1","6.95","2.74","2.26","10.38",34,"Researcher"
2636,32,0,0,95,83,True,636,"1873278e1ae0c36a79e5d9c42460be62.bmp","U.S. No. 1","6.95","2.74","2.26","10.38",6,"Researcher"
4636,56,10,34,79,69,True,636,"1873278e1ae0c36a79e5d9c42460be62.bmp","U.S. No. 1","6.95","2.74","2.26","10.38",10,"Student"
18636,50,50,3,75,50,True,636,"1873278e1ae0c36a79e5d9c42460be62.bmp","U.S. No. 1","6.95","2.74","2.26","10.38",38,"Student"
12636,50,0,0,65,30,True,636,"1873278e1ae0c36a79e5d9c42460be62.bmp","U.S. No. 1","6.95","2.74","2.26","10.38",26,"Student"
16637,50,5,7,12,14,True,637,"5ffc36add66bd9ba5775b55376927129.bmp","U.S. No. 1","5.66","2.04","2.48","6.34",34,"Researcher"
2637,50,0,0,15,15,True,637,"5ffc36add66bd9ba5775b55376927129.bmp","U.S. No. 1","5.66","2.04","2.48","6.34",6,"Researcher"
4637,62,15,12,24,18,True,637,"5ffc36add66bd9ba5775b55376927129.bmp","U.S. No. 1","5.66","2.04","2.48","6.34",10,"Student"
24637,50,71,12,68,39,True,637,"5ffc36add66bd9ba5775b55376927129.bmp","U.S. No. 1","5.66","2.04","2.48","6.34",50,"Student"
637,44,37,34,58,44,True,637,"5ffc36add66bd9ba5775b55376927129.bmp","U.S. No. 1","5.66","2.04","2.48","6.34",2,"Researcher"
18637,50,50,27,59,50,True,637,"5ffc36add66bd9ba5775b55376927129.bmp","U.S. No. 1","5.66","2.04","2.48","6.34",38,"Student"
20637,42,34,13,38,42,True,637,"5ffc36add66bd9ba5775b55376927129.bmp","U.S. No. 1","5.66","2.04","2.48","6.34",42,"Student"
12637,50,0,0,50,15,True,637,"5ffc36add66bd9ba5775b55376927129.bmp","U.S. No. 1","5.66","2.04","2.48","6.34",26,"Student"
20638,83,71,36,59,61,True,638,"a68207df9bf33b9c2b4bb462190d8bfb.bmp","U.S. No. 1","6.74","3.03","1.86","11.27",42,"Student"
24638,98,98,50,59,50,True,638,"a68207df9bf33b9c2b4bb462190d8bfb.bmp","U.S. No. 1","6.74","3.03","1.86","11.27",50,"Student"
2638,65,97,0,50,40,True,638,"a68207df9bf33b9c2b4bb462190d8bfb.bmp","U.S. No. 1","6.74","3.03","1.86","11.27",6,"Researcher"
638,80,85,59,64,63,True,638,"a68207df9bf33b9c2b4bb462190d8bfb.bmp","U.S. No. 1","6.74","3.03","1.86","11.27",2,"Researcher"
12638,80,85,75,50,75,True,638,"a68207df9bf33b9c2b4bb462190d8bfb.bmp","U.S. No. 1","6.74","3.03","1.86","11.27",26,"Student"
18638,85,84,14,57,50,True,638,"a68207df9bf33b9c2b4bb462190d8bfb.bmp","U.S. No. 1","6.74","3.03","1.86","11.27",38,"Student"
4638,83,79,67,36,89,True,638,"a68207df9bf33b9c2b4bb462190d8bfb.bmp","U.S. No. 1","6.74","3.03","1.86","11.27",10,"Student"
16638,82,96,41,42,64,True,638,"a68207df9bf33b9c2b4bb462190d8bfb.bmp","U.S. No. 1","6.74","3.03","1.86","11.27",34,"Researcher"
20639,35,37,19,36,NULL,True,639,"1db57b673153c78076c542aa211f810c.bmp","U.S. No. 2","9.11","3.26","2.63","22.81",42,"Student"
2639,35,0,26,50,NULL,True,639,"1db57b673153c78076c542aa211f810c.bmp","U.S. No. 2","9.11","3.26","2.63","22.81",6,"Researcher"
16639,35,1,16,60,NULL,True,639,"1db57b673153c78076c542aa211f810c.bmp","U.S. No. 2","9.11","3.26","2.63","22.81",34,"Researcher"
4639,72,8,68,84,NULL,True,639,"1db57b673153c78076c542aa211f810c.bmp","U.S. No. 2","9.11","3.26","2.63","22.81",10,"Student"
24639,41,64,1,50,NULL,True,639,"1db57b673153c78076c542aa211f810c.bmp","U.S. No. 2","9.11","3.26","2.63","22.81",50,"Student"
18639,50,50,35,50,NULL,True,639,"1db57b673153c78076c542aa211f810c.bmp","U.S. No. 2","9.11","3.26","2.63","22.81",38,"Student"
639,37,34,43,72,NULL,True,639,"1db57b673153c78076c542aa211f810c.bmp","U.S. No. 2","9.11","3.26","2.63","22.81",2,"Researcher"
12639,50,0,0,25,NULL,True,639,"1db57b673153c78076c542aa211f810c.bmp","U.S. No. 2","9.11","3.26","2.63","22.81",26,"Student"
16640,84,8,50,6,14,True,640,"f1dfee46f4609751443a1d5cd1a0f1e6.bmp","U.S. No. 1","3.76","2.52","1.4","5.32",34,"Researcher"
18640,82,22,20,18,27,True,640,"f1dfee46f4609751443a1d5cd1a0f1e6.bmp","U.S. No. 1","3.76","2.52","1.4","5.32",38,"Student"
640,71,48,66,18,37,True,640,"f1dfee46f4609751443a1d5cd1a0f1e6.bmp","U.S. No. 1","3.76","2.52","1.4","5.32",2,"Researcher"
24640,92,50,62,11,13,True,640,"f1dfee46f4609751443a1d5cd1a0f1e6.bmp","U.S. No. 1","3.76","2.52","1.4","5.32",50,"Student"
12640,75,25,50,15,40,True,640,"f1dfee46f4609751443a1d5cd1a0f1e6.bmp","U.S. No. 1","3.76","2.52","1.4","5.32",26,"Student"
20640,62,34,37,16,41,True,640,"f1dfee46f4609751443a1d5cd1a0f1e6.bmp","U.S. No. 1","3.76","2.52","1.4","5.32",42,"Student"
4640,70,17,69,16,24,True,640,"f1dfee46f4609751443a1d5cd1a0f1e6.bmp","U.S. No. 1","3.76","2.52","1.4","5.32",10,"Student"
2640,65,15,50,0,10,True,640,"f1dfee46f4609751443a1d5cd1a0f1e6.bmp","U.S. No. 1","3.76","2.52","1.4","5.32",6,"Researcher"
641,77,54,64,48,42,True,641,"0fc06ae64133a7cb4178f5e04d98efa6.bmp","U.S. No. 1","4.26","2.88","1.21","6.52",2,"Researcher"
4641,83,13,89,7,7,True,641,"0fc06ae64133a7cb4178f5e04d98efa6.bmp","U.S. No. 1","4.26","2.88","1.21","6.52",10,"Student"
20641,84,40,64,20,43,True,641,"0fc06ae64133a7cb4178f5e04d98efa6.bmp","U.S. No. 1","4.26","2.88","1.21","6.52",42,"Student"
24641,99,50,97,18,20,True,641,"0fc06ae64133a7cb4178f5e04d98efa6.bmp","U.S. No. 1","4.26","2.88","1.21","6.52",50,"Student"
16641,84,7,63,NULL,39,True,641,"0fc06ae64133a7cb4178f5e04d98efa6.bmp","U.S. No. 1","4.26","2.88","1.21","6.52",34,"Researcher"
2641,75,10,85,0,25,True,641,"0fc06ae64133a7cb4178f5e04d98efa6.bmp","U.S. No. 1","4.26","2.88","1.21","6.52",6,"Researcher"
12641,100,25,90,NULL,80,True,641,"0fc06ae64133a7cb4178f5e04d98efa6.bmp","U.S. No. 1","4.26","2.88","1.21","6.52",26,"Student"
12642,50,25,25,10,20,True,642,"5b808e21ff3d8e7d05abca0c6e1e3203.bmp","U.S. No. 1","4.53","1.86","2.15","3.83",26,"Student"
4642,65,63,12,14,23,True,642,"5b808e21ff3d8e7d05abca0c6e1e3203.bmp","U.S. No. 1","4.53","1.86","2.15","3.83",10,"Student"
2642,50,5,0,10,0,True,642,"5b808e21ff3d8e7d05abca0c6e1e3203.bmp","U.S. No. 1","4.53","1.86","2.15","3.83",6,"Researcher"
20642,57,38,10,31,41,True,642,"5b808e21ff3d8e7d05abca0c6e1e3203.bmp","U.S. No. 1","4.53","1.86","2.15","3.83",42,"Student"
642,43,55,33,39,40,True,642,"5b808e21ff3d8e7d05abca0c6e1e3203.bmp","U.S. No. 1","4.53","1.86","2.15","3.83",2,"Researcher"
16642,55,7,1,10,10,True,642,"5b808e21ff3d8e7d05abca0c6e1e3203.bmp","U.S. No. 1","4.53","1.86","2.15","3.83",34,"Researcher"
24642,50,19,2,18,6,True,642,"5b808e21ff3d8e7d05abca0c6e1e3203.bmp","U.S. No. 1","4.53","1.86","2.15","3.83",50,"Student"
4643,90,66,74,10,39,True,643,"42f75a5ed966b871bc1f266065067013.bmp","U.S. No. 1","4.88","2.83","1.45","7.12",10,"Student"
2643,65,40,0,15,50,True,643,"42f75a5ed966b871bc1f266065067013.bmp","U.S. No. 1","4.88","2.83","1.45","7.12",6,"Researcher"
16643,75,30,31,42,61,True,643,"42f75a5ed966b871bc1f266065067013.bmp","U.S. No. 1","4.88","2.83","1.45","7.12",34,"Researcher"
643,80,41,71,44,61,True,643,"42f75a5ed966b871bc1f266065067013.bmp","U.S. No. 1","4.88","2.83","1.45","7.12",2,"Researcher"
12643,75,50,40,40,40,True,643,"42f75a5ed966b871bc1f266065067013.bmp","U.S. No. 1","4.88","2.83","1.45","7.12",26,"Student"
24643,95,76,86,68,50,True,643,"42f75a5ed966b871bc1f266065067013.bmp","U.S. No. 1","4.88","2.83","1.45","7.12",50,"Student"
20643,74,61,64,41,41,True,643,"42f75a5ed966b871bc1f266065067013.bmp","U.S. No. 1","4.88","2.83","1.45","7.12",42,"Student"
644,66,32,67,40,40,True,644,"6b3dff381b03bfa1db7aa51a70fbb190.bmp","U.S. No. 1","4.22","2.36","1.6","5.34",2,"Researcher"
24644,83,50,50,36,12,True,644,"6b3dff381b03bfa1db7aa51a70fbb190.bmp","U.S. No. 1","4.22","2.36","1.6","5.34",50,"Student"
20644,62,41,43,24,44,True,644,"6b3dff381b03bfa1db7aa51a70fbb190.bmp","U.S. No. 1","4.22","2.36","1.6","5.34",42,"Student"
4644,80,19,69,19,16,True,644,"6b3dff381b03bfa1db7aa51a70fbb190.bmp","U.S. No. 1","4.22","2.36","1.6","5.34",10,"Student"
2644,55,0,0,0,0,True,644,"6b3dff381b03bfa1db7aa51a70fbb190.bmp","U.S. No. 1","4.22","2.36","1.6","5.34",6,"Researcher"
12644,60,25,0,15,30,True,644,"6b3dff381b03bfa1db7aa51a70fbb190.bmp","U.S. No. 1","4.22","2.36","1.6","5.34",26,"Student"
16644,62,22,33,8,12,True,644,"6b3dff381b03bfa1db7aa51a70fbb190.bmp","U.S. No. 1","4.22","2.36","1.6","5.34",34,"Researcher"
2645,50,10,0,9,8,True,645,"c63104e0bfc2b6e3a3b64c3e536ef557.bmp","U.S. No. 1","4.4","2.53","1.65","7.44",6,"Researcher"
16645,62,4,35,23,12,True,645,"c63104e0bfc2b6e3a3b64c3e536ef557.bmp","U.S. No. 1","4.4","2.53","1.65","7.44",34,"Researcher"
12645,65,0,40,20,35,True,645,"c63104e0bfc2b6e3a3b64c3e536ef557.bmp","U.S. No. 1","4.4","2.53","1.65","7.44",26,"Student"
4645,64,11,38,14,18,True,645,"c63104e0bfc2b6e3a3b64c3e536ef557.bmp","U.S. No. 1","4.4","2.53","1.65","7.44",10,"Student"
20645,68,44,39,20,42,True,645,"c63104e0bfc2b6e3a3b64c3e536ef557.bmp","U.S. No. 1","4.4","2.53","1.65","7.44",42,"Student"
24645,50,7,50,28,23,True,645,"c63104e0bfc2b6e3a3b64c3e536ef557.bmp","U.S. No. 1","4.4","2.53","1.65","7.44",50,"Student"
645,62,13,75,30,35,True,645,"c63104e0bfc2b6e3a3b64c3e536ef557.bmp","U.S. No. 1","4.4","2.53","1.65","7.44",2,"Researcher"
4646,60,63,68,9,23,True,646,"259cd866f273fc8f82c69c896ea4babd.bmp","U.S. No. 1","5.36","2.13","1.93","5.0",10,"Student"
646,59,63,42,50,41,True,646,"259cd866f273fc8f82c69c896ea4babd.bmp","U.S. No. 1","5.36","2.13","1.93","5.0",2,"Researcher"
24646,50,78,42,50,14,True,646,"259cd866f273fc8f82c69c896ea4babd.bmp","U.S. No. 1","5.36","2.13","1.93","5.0",50,"Student"
12646,50,70,30,15,35,True,646,"259cd866f273fc8f82c69c896ea4babd.bmp","U.S. No. 1","5.36","2.13","1.93","5.0",26,"Student"
20646,60,61,43,24,46,True,646,"259cd866f273fc8f82c69c896ea4babd.bmp","U.S. No. 1","5.36","2.13","1.93","5.0",42,"Student"
2646,50,75,0,10,26,True,646,"259cd866f273fc8f82c69c896ea4babd.bmp","U.S. No. 1","5.36","2.13","1.93","5.0",6,"Researcher"
